Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags
"Concurrent chronic lymphocytic leukemia and COVID-19: A comprehensive review of epidemiological, diagnostic, and therapeutic challenges.","Roosta, Yousef; Behzadi, Farhad; Askari, Elham; Raeisi, Mortaza; Danandeh Mehr, Amin; Nouri-Vaskeh, Masoud","A comprehensive review of the literature on chronic lymphocytic leukemia (CLL) patients and recommendations regarding the evaluation and treatment of these patients was conducted. The overall prevalence of CLL and COVID-19 concurrence was found to be 0.6% (95%CI: 0.5% to 0.7%). Diagnostic interaction between CLL and COVID-19 remains a major challenge. Also, CLL patients have a lower rate of anti-SARS-CoV-2 IgG development. Evidences show the unacceptable therapeutic outcome in these patients. Although the CLL-COVID-19 occurrence is associated with adverse clinical consequences, no general and standard agreement has yet been presented for the management and treatment of this disease. Copyright © 2021 Published by Elsevier Ltd.",2021,/,Leukemia research reports,15,101608906,100239,,https://dx.doi.org/10.1016/j.lrr.2021.100239,33747763,#90924,Roosta 2021,"",""
Unusual presentation of COVID-19 in a child complicated by massive acute pulmonary embolism and lung infarction.,"Bin Ali, Tahani; Elyamany, Ghaleb; Nojoom, Maha; Alfaki, Mohamed; Alahmari, Hassan; Alharthi, Abdulwahab; Hijazi, Muwaffak; Alsahari, Atif; Alabbas, Fahad; Al-Otaibi, Abdulnasir","The Novel Coronavirus 2019 (SARSCoV- 2), which was first reported on in Wuhan, China, in late December 2019, causes a respiratory illness called COVID- 19 Disease. COVID-19 is most likely causing a hypercoagulable state, however the prevalence of acute venothromboembolism is still unknown. Limited data suggest pulmonary microvascular thrombosis may play a role in progressive respiratory failure. Here, we report a case of a child with an unusual presentation of COVID-19 presented initially by dry cough without fever and complicated by massive acute pulmonary embolism and lung infarction and treated successfully by hydroxychloroquine and azithromycin, in addition to anticoagulant therapy. ©Copyright: the Author(s).",2021,/,Hematology reports,13,1,8874,,https://dx.doi.org/10.4081/hr.2021.8874,33747414,#90920,BinAli 2021,"",""
Modelling the association between COVID-19 transmissibility and D614G substitution in SARS-CoV-2 spike protein: using the surveillance data in California as an example.,"Zhao, Shi; Lou, Jingzhi; Cao, Lirong; Zheng, Hong; Chong, Marc K C; Chen, Zigui; Zee, Benny C Y; Chan, Paul K S; Wang, Maggie H","BACKGROUND: The COVID-19 pandemic poses a serious threat to global health, and pathogenic mutations are a major challenge to disease control. We developed a statistical framework to explore the association between molecular-level mutation activity of SARS-CoV-2 and population-level disease transmissibility of COVID-19., METHODS: We estimated the instantaneous transmissibility of COVID-19 by using the time-varying reproduction number (Rt). The mutation activity in SARS-CoV-2 is quantified empirically depending on (i) the prevalence of emerged amino acid substitutions and (ii) the frequency of these substitutions in the whole sequence. Using the likelihood-based approach, a statistical framework is developed to examine the association between mutation activity and Rt. We adopted the COVID-19 surveillance data in California as an example for demonstration., RESULTS: We found a significant positive association between population-level COVID-19 transmissibility and the D614G substitution on the SARS-CoV-2 spike protein. We estimate that a per 0.01 increase in the prevalence of glycine (G) on codon 614 is positively associated with a 0.49% (95% CI: 0.39 to 0.59) increase in Rt, which explains 61% of the Rt variation after accounting for the control measures. We remark that the modeling framework can be extended to study other infectious pathogens., CONCLUSIONS: Our findings show a link between the molecular-level mutation activity of SARS-CoV-2 and population-level transmission of COVID-19 to provide further evidence for a positive association between the D614G substitution and Rt. Future studies exploring the mechanism between SARS-CoV-2 mutations and COVID-19 infectivity are warranted.",2021,/,Theoretical biology & medical modelling,18,1,10,,https://dx.doi.org/10.1186/s12976-021-00140-3,33750399,#91358,Zhao 2021,"",""
Trigeminal neuralgia as the sole neurological manifestation of COVID-19: A case report.,"Molina-Gil, Javier; Gonzalez-Fernandez, Lucia; Garcia-Cabo, Carmen","OBJECTIVE: To describe a case report of trigeminal neuralgia (TN) due to coronavirus disease-2019 (COVID-19)., BACKGROUND: In March 2020, the World Health Organization declared COVID-19 as a pandemic. Respiratory system manifestations are dominant in this new disease. However, numerous case series and reviews have been published on the neurological manifestations, highlighting the potential neurotropism of the new coronavirus., METHODS: We describe a clinical case of TN during COVID-19 and we discuss the differential diagnosis and the potential pathogenic mechanism according to the literature., RESULTS: A 65-year-old man with general malaise and typical respiratory symptoms of COVID-19, who presented with paroxysmal lancinating pain in the right V1 trigeminal territory without other neurological symptoms. General blood test and neuroimaging study were normal. A rapid test showed positive IgG and IgM serologies for severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2). The patient was diagnosed with TN secondary to a viral infection by SARS-CoV-2. Facial pain resolved with the improvement of COVID-19., CONCLUSIONS: The new coronavirus SARS-CoV-2 is a possible etiology of secondary TN. Nevertheless, more studies are needed to elucidate the neuropathology of this viral infection. Copyright © 2021 American Headache Society.",2021,/,Headache,61,3,560-562,,https://dx.doi.org/10.1111/head.14075,33749854,#91355,Molina-Gil 2021,"",""
The effect of age on the incidence of COVID-19 complications: a systematic review and meta-analysis.,"Tiruneh, Sofonyas Abebaw; Tesema, Zemenu Tadese; Azanaw, Melkalem Mamuye; Angaw, Dessie Abebaw","BACKGROUND: The coronavirus (COVID-19) pandemic was reported from Wuhan, China, on December 31, 2019, and the pandemic was spread to more than 212 countries in the globe. This meta-analysis aimed to assess the pooled incidence of COVID-19 complications and to identify the association between the incidence of complications and age., METHODS: Comprehensive databases, PubMed, Hinari, and Google Scholar, were used to locate potential articles for this review. Data were extracted using Microsoft Excel and imported to the STATA/MP version 16.0 software for analysis. Heterogeneity between studies was assessed using the Cochrane Q test statistics and I2 test, and small study effect was checked using Egger's statistical test at 5% significant level. Sensitivity analysis was checked. A random-effects model was conducted to estimate the pooled incidence of COVID-19 complications. Univariate meta-regression was conducted to identify the association between the mean ages with each complication., RESULTS: From the total of 1237 studies, 12 studies were included with a total of 3064 COVID-19 patients. The most complications were acute respiratory distress syndrome (30.93%, 95%CI 21.3-40.6%) followed by acute liver injury (22.8%, 95%CI 14-31.5%), shock (10.9%, 95%CI 7.4-14.4%), acute kidney injury (7%, 95%CI 3.8-10.4%), and acute cardiac injury (6.4%, 95%CI 2.8-15.6%). Univariate meta-regression revealed that as the mean age increased by 1 year, the incidence of acute respiratory distress syndrome, acute kidney injury, acute cardiac injury, and shock increased by a factor of 2.9 (beta = 2.9, 95%CI 2.4-3.4, adjusted R2 = 88), 0.4 (beta = 0.4, 95%CI 0.04-0.72, adjusted R2 = 54), 1.6 (beta = 1.6, 95%CI 1.1-2.1, adjusted R2 = 85), and 1.1 (beta = 1.1, 95%CI 0.8-1.5, adjusted R2 = 26) times respectively., CONCLUSION: Significant complications of COVID-19 viral infections were reported. Older populations were a high-risk group of developing adverse complications as compared to their counterparts. Health care professionals should give primary attention to those risk group individuals.",2021,/,Systematic reviews,10,1,80,,https://dx.doi.org/10.1186/s13643-021-01636-2,33743821,#91351,Tiruneh 2021,"",""
"Study on the COVID-19 infection status, prevention and control strategies among people entering Shenzhen.","Zou, Xuan; Xu, Zi-Qian; Wang, Bi-Xin; He, Jian-Fan; Wang, Jing-Zhong","BACKGROUND: The novel coronavirus disease 2019 (COVID-19) confirmed cases overseas have continued to rise in the last months, and many people overseas have chosen to return to China. This increases the risk of a large number of imported cases which may cause a relapse of the COVID-19 outbreak. In order to prevent imported infection, the Shenzhen government has implemented a closed-loop management strategy using nucleic acid testing (NAT) for severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) and requiring 14 days of medical observation for individuals with an overseas tour history (Hong Kong, Macao, Taiwan province and other countries). Our study aims to describe the status of COVID-19 infection among people entering Shenzhen, and to evaluate the effect of the closed-loop management strategy., METHODS: We undertook a descriptive study and risk analysis by the entry time, time of reporting, and local confirmed cases in countries of origin. The NAT were completed in Shenzhen Center for Disease Control and Prevention (CDC), ten district-level CDCs, and fever clinics., RESULTS: A total of 86,844 people from overseas entered Shenzhen from January 1 to April 18, 2020; there were 39 imported COVID cases and 293 close contacts. The infection rate of people entering was 4.49 [95% Confidence interval (CI): 3.26-6.05]. Fourteen imported cases (35.9%) came from the UK, and nine (23.08%) came from the USA. People entering from the USA since March 9 or from the UK since March 13 are the high-risk population. As of July 17, there have been no new confirmed cases in Shenzhen for 153 days, and the numbers of confirmed case, close contacts, and asymptomatic cases are 0., CONCLUSIONS: The closed-loop management has been effective in preventing imported infection and controlling domestic relapse. The distribution of entry time and report time for imported cases overseas was similar. This shows that it is important to implement closed-loop management at the port of entry.",2021,/,BMC public health,21,1,551,,https://dx.doi.org/10.1186/s12889-021-10548-8,33743630,#91350,Zou 2021,"",""
Chest radiographs in Coronavirus Disease 2019 (COVID-19).,"Letchumanan, M; Anour, A A; Ganapathy, S S; Harry, S; Nik Lah, N S H; Arsad, N; Fisol, N F A","OBJECTIVES: To recognize the radiographic patterns of coronavirus disease 2019 (COVID-19) in Malaysia., MATERIALS AND METHODS: Chest radiographs of patients confirmed with COVID-19 in Hospital Tawau, Sabah, Malaysia were retrospectively analyzed by two radiologists. The radiographic pattern, distribution among subgroups and evolution of the disease over time were determined., RESULTS: Among the 82 patients studied, 65 (79.3%) were males. Mean age of our cohorts was 37 +/- 15 years. Baseline chest radiographs were abnormal in 37 patients (45.1%). Over half (52.9%) of the symptomatic patients had abnormal baseline radiograph. Among the children, patients with comorbidities, and patients 60 years of age and above, the abnormal radiographs were 14.3%, 71.4% and 69.3% respectively. Ground glass opacities were the commonest abnormal radiographic feature (35.4%), were peripherally located (35.4%) with predilection for the lower zones (29.3%). Most radiographic abnormalities were multifocal (20.7%) and frequently located in the left lung (19.5%). Radiographic recovery was observed in 15 of 18 patients (83%). Computed tomography (CT) scan demonstrated greater extent of the disease than observed in radiographs of the same patient., CONCLUSIONS: COVID-19 pneumonia presented with a specific radiographic pattern in our cohort of patients, comprising of ground glass opacities in peripheral and basilar distribution, affecting a single lung field and was observed in both symptomatic and asymptomatic patients. Chest radiograph is a useful adjunct screening tool, and in combination with clinical and epidemiological assessment may facilitate in early diagnosis of COVID-19 pneumonia.",2021,/,The Medical journal of Malaysia,76,2,131-137,,,33742618,#91349,Letchumanan 2021,"",""
Pneumomediastinum in patients with SARS-CoV-2 treated with non-invasive ventilation.,"Thein, Onn Shaun; Niazi, Muhammad; Ali, Abdisamad; Sahal, Adeel","SARS-CoV-2, causing the pandemic COVID-19, has rapidly spread, overwhelming healthcare systems. Non-invasive positive pressure ventilation (NIV) can be used as a bridging therapy to delay invasive mechanical ventilation or as a standalone therapy. Spontaneous pneumomediastinum is rare and self-limiting, but there is an increased incidence documented in COVID-19.Here we document two cases of pneumomediastinum-related prolonged NIV therapy in severe COVID-19. Patient 1, a 64-year-old man, who developed symptoms after NIV therapy was weaned and survived. Patient 2, an 82-year-old woman, failed to improve despite NIV therapy, on investigation was found to have a pneumomediastinum. After review, the patient was placed on best supportive care and died 3 days later. We highlight the importance of recognising less common causes of deterioration in severe COVID-19 treated with NIV. In addition, pneumomediastinum in these cases may not always lead to poor outcomes. Copyright © Author(s) (or their employer(s)) 2021. No commercial re-use. See rights and permissions. Published by BMJ.",2021,/,BMJ case reports,14,3,,,https://dx.doi.org/10.1136/bcr-2021-241809,33758053,#91348,Thein 2021,"",""
Antibody kinetics and clinical course of COVID-19 a prospective observational study.,"Blackberg, Anna; Fernstrom, Nils; Sarbrant, Emma; Rasmussen, Magnus; Sunnerhagen, Torgny","BACKGROUND: Serological response and association to clinical manifestation is important for understanding the pathogenesis of COVID-19., MATERIALS AND METHODS: A prospective observational study was conducted where antibody responses of IgG and IgA towards SARS-CoV-2 spike protein were studied over time in patients with COVID-19. Possible associations between antibody titers and outcome were analyzed., RESULTS: Forty patients with COVID-19, hospitalized at Skane University hospital, Sweden, between April and June 2020 were included. IgG antibody responses were detected for all patients with the highest levels four weeks after COVID-19 diagnosis. Levels of IgA were generally higher at diagnosis and decreased towards baseline 4 weeks after confirmed COVID-19. Patients with severe COVID-19 had higher levels of antibodies directed against SARS-CoV-2 spike protein compared with patients with mild disease., CONCLUSION: IgG and IgA antibodies towards the spike protein follow different kinetics during COVID-19 and patients with severe disease develop higher antibody levels.",2021,/,PloS one,16,3,e0248918,,https://dx.doi.org/10.1371/journal.pone.0248918,33750984,#91347,Blackberg 2021,"",""
DNA vaccine candidate encoding SARS-CoV-2 spike proteins elicited potent humoral and Th1 cell-mediated immune responses in mice.,"Prompetchara, Eakachai; Ketloy, Chutitorn; Tharakhet, Kittipan; Kaewpang, Papatsara; Buranapraditkun, Supranee; Techawiwattanaboon, Teerasit; Sathean-Anan-Kun, Suwitra; Pitakpolrat, Patrawadee; Watcharaplueksadee, Supaporn; Phumiamorn, Supaporn; Wijagkanalan, Wassana; Patarakul, Kanitha; Palaga, Tanapat; Ruxrungtham, Kiat","More than 65 million people have been confirmed infection with SARS-CoV-2 and more than 1 million have died from COVID-19 and this pandemic remains critical worldwide. Effective vaccines are one of the most important strategies to limit the pandemic. Here, we report a construction strategy of DNA vaccine candidates expressing full length wild type SARS-CoV-2 spike (S) protein, S1 or S2 region and their immunogenicity in mice. All DNA vaccine constructs of pCMVkan-S, -S1 and -S2 induced high levels of specific binding IgG that showed a balance of IgG1/IgG2a response. However, only the sera from mice vaccinated with pCMKkan-S or -S1 DNA vaccines could inhibit viral RBD and ACE2 interaction. The highest neutralizing antibody (NAb) titer was found in pCMVkan-S group, followed by -S1, while -S2 showed the lowest PRNT50 titers. The geometric mean titers (GMTs) were 2,551, 1,005 and 291 for pCMVkan-S, -S1 and -S2, respectively. pCMVkan-S construct vaccine also induced the highest magnitude and breadth of T cells response. Analysis of IFN-gamma positive cells after stimulation with SARS-CoV-2 spike peptide pools were 2,991, 1,376 and 1,885 SFC/106 splenocytes for pCMVkan-S, -S1 and -S2, respectively. Our findings highlighted that full-length S antigen is more potent than the truncated spike (S1 or S2) in inducing of neutralizing antibody and robust T cell responses.",2021,/,PloS one,16,3,e0248007,,https://dx.doi.org/10.1371/journal.pone.0248007,33750975,#91346,Prompetchara 2021,"",""
The impact of COVID-19 on mental health outcomes among hospital fever clinic attendants across Nepal: A cross-sectional study.,"Devkota, Hridaya Raj; Sijali, Tula Ram; Bogati, Ramji; Ahmad, Meraj; Shakya, Karuna Laxmi; Adhikary, Pratik","BACKGROUND: The COVID-19 pandemic has been creating a panic and distressing situations among the entire population globally including Nepal. No study has been conducted assessing the psychological impact of this pandemic on the general public in Nepal. The objective of this study is to assess the mental health status during COVID-19 outbreak and explore the potential influencing factors among the population attending the hospital fever clinics with COVID-19 symptoms., METHODS: A cross-sectional survey was conducted between May-June, 2020 with a sample of 645 participants aged 18 and above in 26 hospitals across Nepal. Telephone interviews were conducted using a semi-structured questionnaire along with a validated psychometric tool, the Depression, Anxiety and Stress (DASS-21) scale. The metrics and scores of symptoms and their severity were created and analyzed. Multivariate logistic regression was used to determine the association of potential covariates with outcome variables., RESULTS: The prevalence of anxiety, depression and stress were 14%, 7% and 5% respectively. In reference to Karnali, participants from Bagmati province reported higher level of anxiety (OR 3.44, 95% CI 1.31-9.06), while stress (OR 4.27, 95% CI 1.09-18.32) and depressive symptoms (OR 3.11, 95% CI 1.05-9.23) observed higher among the participants in Province 1. Women were more at risk of anxiety (OR 3.41, 95% CI 1.83-6.36) than men. Similarly, people currently living in rented houses reported more stress (OR 2.97, 95% CI 1.05-8.43) and those living far from family reported higher rates of depressive symptoms (OR 3.44, 95% CI 1.03-11.46)., CONCLUSION: The study identified increased prevalence of stress, anxiety and depressive symptoms during the initial stage of COVID-19 pandemic in Nepal. Considering the findings, there is urgent need to develop and implement appropriate community-based mental health programs targeting individuals who have had COVID-19 symptoms and who are prone to develop adverse mental health outcomes.",2021,/,PloS one,16,3,e0248684,,https://dx.doi.org/10.1371/journal.pone.0248684,33750955,#91345,Devkota 2021,"",""
Utilizing Virtual Exchange to Sustain Global Health Partnerships in Medical Education.,"Mirza, Ayesha; Gang, Liu; Chiu, Thomas","Integrating global health (GH) training in medical education has become prevalent in the United States over the last two decades. Many medical school graduates participate in some type of international learning experience during their undergraduate/graduate training, with plans to make this a part of their life-long learning experiences. Recognizing this trend, many pediatric national organizations, such as the American Academy of Pediatrics, the Association of Pediatric Program Directors, and the American Board of Pediatrics, have developed initiatives integrating GH education into existing curricula. We report our experience with using virtual learning on a cloud-based platform to remain connected with our GH training partners, and utilize this opportunity to further strengthen our existing relationships during the ongoing COVID-19 pandemic. Overall, our experience thus far shows that this is an effective way to maintain communication even when international travel is not possible. It allows for the ongoing exchange of ideas and the development of long-term sustainable relationships. There are many important lessons our trainees can learn from such partnerships. Copyright: © 2021 The Author(s).",2021,/,Annals of global health,87,1,24,,https://dx.doi.org/10.5334/aogh.3179,33747799,#91343,Mirza 2021,"",""
Melatonin may decrease risk for and aid treatment of COVID-19 and other RNA viral infections.,"DiNicolantonio, James J; McCarty, Mark; Barroso-Aranda, Jorge","A recent retrospective study has provided evidence that COVID-19 infection may be notably less common in those using supplemental melatonin. It is suggested that this phenomenon may reflect the fact that, via induction of silent information regulator 1 (Sirt1), melatonin can upregulate K63 polyubiquitination of the mitochondrial antiviral-signalling protein, thereby boosting virally mediated induction of type 1 interferons. Moreover, Sirt1 may enhance the antiviral efficacy of type 1 interferons by preventing hyperacetylation of high mobility group box 1 (HMGB1), enabling its retention in the nucleus, where it promotes transcription of interferon-inducible genes. This nuclear retention of HMGB1 may also be a mediator of the anti-inflammatory effect of melatonin therapy in COVID-19-complementing melatonin's suppression of nuclear factor kappa B activity and upregulation of nuclear factor erythroid 2-related factor 2. If these speculations are correct, a nutraceutical regimen including vitamin D, zinc and melatonin supplementation may have general utility for the prevention and treatment of RNA virus infections, such as COVID-19 and influenza. Copyright © Author(s) (or their employer(s)) 2021. Re-use permitted under CC BY-NC. No commercial re-use. See rights and permissions. Published by BMJ.",2021,/,Open heart,8,1,,,https://dx.doi.org/10.1136/openhrt-2020-001568,33741691,#91342,DiNicolantonio 2021,"",""
Lessons from co-production of evidence and policy in Nigeria's COVID-19 response.,"Abubakar, Ibrahim; Dalglish, Sarah L; Ihekweazu, Chikwe A; Bolu, Omotayo; Aliyu, Sani H","In February 2020, Nigeria faced a potentially catastrophic COVID-19 outbreak due to multiple introductions, high population density in urban slums, prevalence of other infectious diseases and poor health infrastructure. As in other countries, Nigerian policymakers had to make rapid and consequential decisions with limited understanding of transmission dynamics and the efficacy of available control measures. We present an account of the Nigerian COVID-19 response based on co-production of evidence between political decision-makers, health policymakers and academics from Nigerian and foreign institutions, an approach that allowed a multidisciplinary group to collaborate on issues arising in real time. Key aspects of the process were the central role of policymakers in determining priority areas and the coordination of multiple, sometime conflicting inputs from stakeholders to write briefing papers and inform effective national decision making. However, the co-production approach met with some challenges, including limited transparency, bureaucratic obstacles and an overly epidemiological focus on numbers of cases and deaths, arguably to the detriment of addressing social and economic effects of response measures. Larger systemic obstacles included a complex multitiered health system, fragmented decision-making structures and limited funding for implementation. Going forward, Nigeria should strengthen the integration of the national response within existing health decision bodies and implement strategies to mitigate the social and economic impact, particularly on the poorest Nigerians. The co-production of evidence examining the broader public health impact, with synthesis by multidisciplinary teams, is essential to meeting the social and public health challenges posed by the COVID-19 pandemic in Nigeria and other countries. Copyright © Author(s) (or their employer(s)) 2021. Re-use permitted under CC BY. Published by BMJ.",2021,/,BMJ global health,6,3,,,https://dx.doi.org/10.1136/bmjgh-2020-004793,33741561,#91340,Abubakar 2021,"",""
