Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags
Prevalence of Asymptomatic Severe Acute Respiratory Syndrome Coronavirus 2 Infection Among Youth.,"Allan-Blitz, Lao-Tzu; Hertlein, Fred; Klausner, Jeffrey D",,2021,/,The Pediatric infectious disease journal,40,3,e132-e133,,https://dx.doi.org/10.1097/INF.0000000000003023,33565819,#79052,Allan-Blitz 2021,"",""
Occupational Risk Factors for SARS-CoV-2 Infection among Healthcare Personnel: A Cross-Sectional Analysis of Subjects Enrolled in the COPE Study.,"Howard-Anderson, Jessica; Adams, Carly; Sherman, Amy C; Dube, William C; Smith, Teresa C; Edupuganti, Neena; Chea, Nora; Magill, Shelley S; Espinoza, Daniel O; Zhu, Yerun; Phadke, Varun K; Edupuganti, Srilatha; Steinberg, James P; Lopman, Benjamin A; Jacob, Jesse T; Collins, Matthew H; Fridkin, Scott K","Among 353 healthcare personnel in a longitudinal cohort in four hospitals in Atlanta, GA (May-June 2020), 23 (6.5%) had SARS-CoV-2 antibodies. Spending >50% of a typical shift at bedside (OR 3.4, 95% CI: 1.2-10.5) and Black race (OR 8.4, 95% CI: 2.7-27.4) were associated with SARS-CoV-2 seropositivity.",2021,/,Infection control and hospital epidemiology,,"ich, 8804099",1-20,,https://dx.doi.org/10.1017/ice.2021.54,33557990,#79171,Howard-Anderson 2021,"",""
Assessment of Seroprevalence of SARS-CoV-2 and Risk Factors Associated With COVID-19 Infection Among Outpatients in Virginia.,"Rogawski McQuade, Elizabeth T; Guertin, Kristin A; Becker, Lea; Operario, Darwin; Gratz, Jean; Guan, Dave; Khan, Fauzia; White, Jennifer; McMurry, Timothy L; Shah, Bhruga; Garofalo, Stephanie; Southerland, Matt; Bear, Kelly; Brush, John; Allen, Cynthia; Frayser, Amy; Vokes, Rebecca; Pershad, Rashmi; Peake, Lilian; deFilippi, Christopher; Barackman, Kathleen; Bearman, Gonzalo; Bidanset, Andrea; Farrell, Francis; Trump, David; Houpt, Eric R","Importance: Data from seroepidemiologic surveys measuring severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) exposure in diverse communities and ascertaining risk factors associated with infection are important to guide future prevention strategies., Objective: To assess the prevalence of previous SARS-CoV-2 infection across Virginia and the risk factors associated with infection after the first wave of coronavirus disease 2019 (COVID-19) infections in the US., Design, Setting, and Participants: In this statewide cross-sectional surveillance study, 4675 adult outpatients presenting for health care not associated with COVID-19 in Virginia between June 1 and August 14, 2020, were recruited to participate in a questionnaire and receive venipuncture to assess SARS-CoV-2 serology. Eligibility was stratified to meet age, race, and ethnicity quotas that matched regional demographic profiles., Main Outcomes and Measures: The main outcome was SARS-CoV-2 seropositivity, as measured by the Abbott SARS-CoV-2 immunoglobulin G assay., Results: Among 4675 adult outpatients (mean [SD] age, 48.8 [16.9] years; 3119 women [66.7%]; 3098 White [66.3%] and 4279 non-Hispanic [91.5%] individuals) presenting for non-COVID-19-associated health care across Virginia, the weighted seroprevalence was 2.4% (95% CI, 1.8%-3.1%) and ranged from 0% to 20% by zip code. Seroprevalence was notably higher among participants who were Hispanic (10.2%; 95% CI, 6.1%-14.3%), residing in the northern region (4.4%; 95% CI, 2.8%-6.1%), aged 40 to 49 years (4.4%; 95% CI, 1.8%-7.1%), and uninsured (5.9%; 95% CI, 1.5%-10.3%). Higher seroprevalence was associated with Hispanic ethnicity (adjusted odds ratio [aOR], 3.56; 95% CI, 1.76-7.21), residence in a multifamily unit (aOR, 2.55; 95% CI, 1.25-5.22), and contact with an individual with confirmed COVID-19 infection (aOR, 4.33; 95% CI, 1.77-10.58). The sensitivity of serology results was 94% (95% CI, 70%-100%) among those who reported receiving a previous polymerase chain reaction test for COVID-19 infection. Among 101 participants with seropositive results, 67 individuals (66.3%) were estimated to have asymptomatic infection. These data suggested a total estimated COVID-19 burden that was 2.8-fold higher than that ascertained by PCR-positive case counts., Conclusions and Relevance: This large statewide serologic study estimated that 2.4% of adults in Virginia had exposure to SARS-CoV-2, which was 2.8-fold higher than confirmed case counts. Hispanic ethnicity, residence in a multifamily unit, and contact with an individual with confirmed COVID-19 infection were significant risk factors associated with exposure. Most infections were asymptomatic. As of August 2020, the population in Virginia remained largely immunologically naive to the virus.",2021,/,JAMA network open,4,2,e2035234,,https://dx.doi.org/10.1001/jamanetworkopen.2020.35234,33555331,#78955,RogawskiMcQuade 2021,"",""
SARS-CoV-2 Antibody Seroprevalence Among Maintenance Dialysis Patients in the United States.,"Walker, Adam G; Sibbel, Scott; Wade, Curtis; Moulton, Nick; Marlowe, Gilbert; Young, Amy; Fadem, Stephen Z; Brunelli, Steven M","Rationale & Objective: Reported COVID-19 cases underestimate the actual number of SARS-CoV-2 infections. Patients receiving maintenance dialysis are at high risk for COVID-19, and higher case rates have been reported relative to the general population. To better understand infection patterns, we performed a seroprevalence study among maintenance dialysis patients at a large dialysis organization in the United States., Study Design: Cross-sectional., Setting & Participants: We measured IgG antibodies in an IRB-approved study of remnant serum samples collected for routine laboratory screenings in a national sample of 12,932 maintenance dialysis patients (27 May-01 Jul 2020)., Exposure: State, sex, age, and race., Outcomes: Seropositivity; ratio of seropositivity to known COVID-19 case rate., Analytic Approach: Seropositivity was calculated overall and by state, sex, age, and race. Ratio of seropositivity to known COVID-19 cases was calculated overall and by state., Results: Overall, 747 (5.8%) of samples were seropositive. Seroprevalence varied by state and was lowest in Kentucky (1.0%) but highest in New York (23.6%). Seroprevalence was similar among men and women. Among samples from patients < 70 years, 6.0%-6.5% were seropositive; whereas 5.2% and 3.9% of samples from patients 70-79 and >= 80 years, respectively, were seropositive. Samples from Black and Hispanic patients were 7.3% and 7.7% positive, respectively, compared to 2.8% of samples from White patients. After adjustment, risk differences among racial groups were lower, but not eliminated. During the study period, the known COVID-19 case rate was 3.3%. The ratio of seropositivity to known COVID-19 cases was 1.7., Limitations: Imperfect assay sensitivity; results represent infections occurring before July 2020; deidentification prevented comparison of antibodies to previous COVID-19 status for individual patients; may not generalize to patients dialyzing with other providers or in other countries., Conclusions: Seroprevalence was 5.8% among dialysis patients as of 01 July 2020. This indicates the actual number of infections was 1.7-times greater than reported cases. This ratio is lower than reported in the general population, suggesting there were fewer unknown infections among maintenance dialysis patients. Copyright © 2021 Published by Elsevier Inc. on behalf of the National Kidney Foundation, Inc.",2021,/,Kidney medicine,,101756300,,,https://dx.doi.org/10.1016/j.xkme.2021.01.002,33564746,#79249,Walker 2021,"",""
"Prevalence of anti-SARS-CoV-2 antibodies among blood donors in Northern Cape, KwaZulu-Natal, Eastern Cape, and Free State provinces of South Africa in January 2021","Sykes, Wendy; Mhlanga, Laurette; Swanevelder, Ronel; Glatt, Tanya Nadia; Grebe, Eduard; Coleman, Charl; Pieterson, Nadia; Cable, Russell; Welte, Alex; Berg, Karin van den; Vermeulen, Marion","<h4>Background: </h4> Population-level estimates of prevalence of anti-SARS-CoV-2 antibody positivity (seroprevalence) is a crucial epidemiological indicator for tracking the Covid-19 epidemic. Such data are in short supply, both internationally and in South Africa. The South African blood services (the South African National Blood Service, SANBS and the Western Cape Blood Service, WCBS) are coordinating a nationally representative survey of blood donors, which it is hoped can become a cost-effective surveillance method with validity for community-level seroprevalence estimation. <h4>Methods: </h4> Leveraging existing arrangements, SANBS human research ethics committee permission was obtained to test blood donations collected on predefined days (7th, 10th ,12th ,15th ,20th ,23th and 25th January) for anti-SARS-CoV-2 antibodies, using the Roche Elecsys Anti-SARS-CoV-2 assay on the cobas e411 platform currently available in the blood services’ donation testing laboratories. Using standard methods, prevalence analysis was done by province, age and race, allowing age to be regarded as either a continuous or categorical variable. Testing was performed in the Eastern Cape (EC), Free State (FS), KwaZulu Natal (ZN) and Northern Cape (NC) provinces. <h4>Results: </h4>: We report on data from 4858 donors - 1457 in EC; 463 in NC; 831 in FS and 2107 in ZN. Prevalence varied substantially across race groups and between provinces, with seroprevalence among Black donors consistently several times higher than among White donors, and the other main population groups (Coloured and Asian) not consistently represented in all provinces. There is no clear evidence that seroprevalence among donors varies by age. Weighted net estimates of prevalence (in the core age range 15-69) by province (compared with official clinically-confirmed COVID-19 case rates in mid-January 2021) are: EC-63%(2.8%), NC-32%(2.2%), FS-46%(2.4%), and ZN-52%(2.4%). <h4>Conclusions: </h4> Our study demonstrates substantial differences in dissemination of SARS-CoV-2 infection between different race groups, most likely explained by historically based differences in socio-economic status and housing conditions. As has been seen in other areas, even such high seroprevalence does not guarantee population-level immunity against new outbreaks – probably due to viral evolution and waning of antibody neutralization. Despite its limitations, notably a ‘healthy donor’ effect, it seems plausible that these estimates are reasonably generalisable to actual population level anti-SARS-CoV-2 seroprevalence, but should be further verified.",2021,,,,,,PPR282601,10.21203/rs.3.rs-233375/v1,,#80681,Sykes 2021,"",""
"Estimated SARS-CoV-2 Seroprevalence in Children and Adolescents in Mississippi, May Through September 2020","Hobbs, Charlotte; Drobeniuc, Jan; Kittle, Theresa; Williams, John; Byers, Paul; Panayampalli, Subbian; Stephenson, Meagan; Kim, Sara; Patel, Manish; Flannery, Brendan; =CDC COVID-19 Response Team; =CDC COVID-19 Task Force Microbial Pathogenesis and Immune Response Laboratory","Case-based tracking of COVID-19 in children and adolescents may underestimate infection, and compared with adults there is little pediatric SARS-CoV-2 seroprevalence data. To assess evidence of previous SARS-CoV-2 infections among children and adolescents in Mississippi, serologic testing for antibodies to SARS-CoV-2 was conducted on a convenience sample of residual serum specimens collected for routine laboratory testing by an academic medical center laboratory during May 17 through September 19, 2020. Seroprevalence by calendar month was standardized to the state population by race/ethnicity; cumulative numbers of infections were estimated by extrapolating seroprevalence to all those aged <18 years in Mississippi. Serum specimens from 1,603 individuals were tested; 175 (10.9%) were positive for SARS-CoV-2 antibodies. Among 1,579 (98.5%) individuals for whom race/ethnicity was known, the number testing positive was 16 (23.2%) of 69 Hispanic individuals, 117 (13.0%) of 901 non-Hispanic Black individuals and 30 (5.3%) of 565 non-Hispanic White individuals. Population-weighted seroprevalence estimates among those aged <18 years increased from 2.6% in May to 16.9% in September 2020. Cumulative numbers of infections extrapolated from seroprevalence data, however, were estimated at 117,805 (95% confidence interval [CI] = 68,771–168,708), suggesting that cases in children and adolescents are much higher than what was reported to the Mississippi State Department of Health (9,044 cases during this period). Further data to appreciate the burden of pediatric disease to inform public health policy is urgently needed.",2021,,,,,,PPR279458,10.1101/2021.02.05.21250792,,#80596,Hobbs 2021,"",""
Seroprevalence of antibodies against SARS-CoV-2 among health care workers in a pediatric monographic hospital in Madrid (Spain).,"Escribano Ceruelo, Eva; Espinel Ruiz, Marco Antonio; Ortega Lopez-Pelaez, Marta; Fernandez Garoz, Barbara; Asensio Anton, Julia; Jimenez Garcia, Raquel","INTRODUCTION: As of 30 April 2020, 203.715 SARS-CoV-2 infections had been reported in Spain, 54.486 in Madrid, 21.4% were health care workers. Our objective is to determine seroprevalence of COVID-19 among workers in a monographic pediatric hospital., METHODS: Between April13th and 30th, 1.523 health workers were recruited to be tested for SARS-CoV-2 serology screening (All Test R) and they answered a questionnaire with demographic, epidemiological and clinical information and previous exposure to COVID-19., FINDINGS: One thousand two hundred ninety two (84.8%) were tested. Positive serology (IgM and/or IgG) to SARS-CoV-2 was found in 17.2% (222/1.292), in 15.5% (201/1.292) if only IgG was considered. Median age was 44+/-13 years, 73% were female. The 33.8% (75/222) were asymptomatic. Eighty one had a previous positive rRT-PCR. The 14% (32/222) referred a family contact., CONCLUSION: Serology prevalence for SARS-CoV-2 in workers of a pediatric hospital was higher than in general population. Many of them had an unnoticed infection. Copyright © 2021 Sociedad Espanola de Enfermedades Infecciosas y Microbiologia Clinica. Publicado por Elsevier Espana, S.L.U. All rights reserved.",2021,/,Enfermedades infecciosas y microbiologia clinica,,"a10, 9104081",,,https://dx.doi.org/10.1016/j.eimc.2020.12.011,33563481,#79281,EscribanoCeruelo 2021,"",""
SARS-CoV-2 Seroprevalence Post-First Wave among Primary Care Physicians in Catania (Italy).,"Ledda, Caterina; Carrasi, Flavia; Longombardo, Maria Teresa; Paravizzini, Gianluca; Rapisarda, Venerando","Family physicians or pediatricians and general practitioners (GPs) work in non-hospital settings. GPs usually visit many patients, frequently at their homes, with low potential, if any, to control the work setting. Particularly during the initial phases of the COVID-19 outbreak, they were not informed about the occurrence of SARS-CoV-2-infected patients, with inadequate information regarding the risk, a lack of suitable protective measures and, in some cases, deficient or poor accessibility to personal protective equipment (PPE). During the first wave of COVID-19, primary care physicians were on the front line and isolated the first cases of the disease. The present study aims to estimate the seroprevalence of SARS-CoV-2 in a cohort of 133 GPs working in Catania (Italy) after the first wave of COVID-19. Serological analysis revealed a low seroprevalence (3%) among GPs. The low seroprevalence highlighted in the results can be attributed to correct management of patients by GPs in the first wave. It is now hoped that mass vaccination, combined with appropriate behavior and use of PPE, can help further reduce the risk of COVID-19 disease.",2021,/,Tropical medicine and infectious disease,6,1,,,https://dx.doi.org/10.3390/tropicalmed6010021,33572221,#79029,Ledda 2021,"",""
"Risk for SARS-CoV-2 Infection in Healthcare Workers, Turin, Italy","Calcagno, A.; Ghisetti, V.; Emanuele, T.; Trunfio, M.; Faraoni, S.; Boglione, L.; Burdino, E.; Audagnotto, S.; Lipani, F.; Nigra, M.; D'Avolio, A.; Bonora, S.; Di Perri, G.","We measured severe acute respiratory syndrome coronavirus 2 spike protein subunits S1/S2 antibodies by using capillary electrophoresis and a chemiluminescence immunoassay for 5,444 active healthcare workers in Italy. Seroprevalence was 6.9% and higher among participants having contact with patients. Seroconversion was not observed in 37/213 previously infected participants.",2021,Jan,Emerging Infectious Diseases,27,1,303-305,WOS:000609135300045,10.3201/eid2701.203027,,#80743,Calcagno 2021,"",""
SARS-CoV-2 antibody prevalence in England following the first peak of the pandemic.,"Ward, Helen; Atchison, Christina; Whitaker, Matthew; Ainslie, Kylie E C; Elliott, Joshua; Okell, Lucy; Redd, Rozlyn; Ashby, Deborah; Donnelly, Christl A; Barclay, Wendy; Darzi, Ara; Cooke, Graham; Riley, Steven; Elliott, Paul","England has experienced a large outbreak of SARS-CoV-2, disproportionately affecting people from disadvantaged and ethnic minority communities. It is unclear how much of this excess is due to differences in exposure associated with structural inequalities. Here, we report from the REal-time Assessment of Community Transmission-2 (REACT-2) national study of over 100,000 people. After adjusting for test characteristics and re-weighting to the population, overall antibody prevalence is 6.0% (95% CI: 5.8-6.1). An estimated 3.4 million people had developed antibodies to SARS-CoV-2 by mid-July 2020. Prevalence is two- to three-fold higher among health and care workers compared with non-essential workers, and in people of Black or South Asian than white ethnicity, while age- and sex-specific infection fatality ratios are similar across ethnicities. Our results indicate that higher hospitalisation and mortality from COVID-19 in minority ethnic groups may reflect higher rates of infection rather than differential experience of disease or care.",2021,/,Nature communications,12,1,905,,https://dx.doi.org/10.1038/s41467-021-21237-w,33568663,#79010,Ward 2021,"",""
The seroprevalence of SARS-CoV-2 in a rural southwest community.,"Santarelli, Anthony; Lalitsasivimol, Diana; Bartholomew, Nate; Reid, Sasha; Reid, Joseph; Lyon, Chris; Wells, James; Ashurst, John","Context: The true prevalence of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), which causes coronavirus disease 2019 (COVID-19), has been difficult to determine due to limited testing, inconsistent symptom severity, and asymptomatic infections. Systematic investigation of the prevalence of SARS-CoV-2 has been limited to urban environments and large academic centers. Limited data on the seroprevalence of SARS-CoV-2 is available for those who live in a rural community setting, leaving rural practitioners to extrapolate the epidemiology of COVID-19 to a nonhomogeneous population., Objective: To determine the seroprevalence of SARS-CoV-2 in a community setting. The secondary objective of this study was to describe the difference in infection rate and reverse transcription polymerase chain reaction (RT-PCR) testing in the same rural community., Methods: A prospective convenience sample of community members and healthcare workers from the Kingman, Arizona area were tested for SARS-CoV-2-specific antibodies using a lateral flow immunoassay with the VITROS Anti-SARS-CoV-2 IgG test (Ortho-Clinical Diagnostics, Inc.) from September 28, 2020 to October 09, 2020. Upon recruitment, participants were asked to complete a demographic survey assessing socioeconomic status, comorbidities, and COVID-19 symptoms in the preceding two months. Following enrollment, a retrospective chart review was completed to determine the percentage of patients who had undergone previous SARS-CoV-RT-PCR testing., Results: A total of 566 participants were included in the final analysis: 380 (67.1%) were women, 186 (32.9%) were men, a majority (458; 80.9%) self-identified as White, and 303 (53.5%) were employed as healthcare professionals. Seroprevalence of SARS-CoV-2 was found to be 8.0% (45 of 566) across the sample and 9.9% (30 of 303) in healthcare workers. No statistical difference in seroprevalence was found between men and women, healthcare workers and other participants, amongst racial groups, by socioeconomic status, by comorbid conditions, or by education level. Among the participants, 108 (19.1%) underwent previous RT-PCR testing. Of the 45 patients who were antibody positive, 27 (60%) had received a previous RT-PCR test, with 20 (44.4%) testing positive for SARS-CoV-2. Participants with symptoms of anosmia/ageusia (p<0.001), chest congestion (p=0.047), fever (p=0.007), and shortness of breath (p=0.002) within the past two months were more likely to have antibodies to SARS-CoV-2., Conclusion: Only 8% of 566 participants in this rural community setting were found to have antibodies for SARS-CoV-2. A large minority (18; 40%) of patients testing seropositive for SARs-CoV-2 had never received a prior test, suggesting that the actual rates of infection are higher than publicly available data suggest. Further large-scale antibody testing is needed to determine the true prevalence of SARS-CoV-2 in the rural setting.",2021,/,The Journal of the American Osteopathic Association,121,2,199-210,,https://dx.doi.org/10.1515/jom-2020-0287,33567087,#79058,Santarelli 2021,"",""
Nationwide Seroprevalence of SARS-CoV-2 in Saudi Arabia,"Alharbi, Naif Khalaf; Alghnam, Suliman; Algaissi, Abdullah; Albalawi, Hind; Alenazi, Mohammed; Albargawi, Areeb; Alharbi, Abdullah; Alhazmi, Abdulaziz; Al Qarni, Ali; Alfarhan, Ali; Zowawi, Hossam; Alhatmi, Hind; Alghamdi, Jahad; Alroqi, Fayhan; Arabi, Yaseen; Hashem, Anwar; Bosaeed, Mohammed; Aldibasi, Omar","<h4>Background: </h4> Estimated seroprevalence of Coronavirus Infectious Disease 2019 (COVID-19), caused by the Severe Acute Respiratory Syndrome-Coronavirus-2 (SARS-CoV-2) is a critical evidence for a better evaluation of the virus spread and monitoring the progress of the COVID-19 pandemic in a population. In the Kingdom of Saudi Arabia (KSA), SARS-CoV-2 seroprevalence has been reported in specific regions, but an extensive nationwide study has not been reported. Here, we report a nationwide study to determine the prevalence of SARS-CoV-2 in the population of KSA during the pandemic, using serum samples from healthy blood donors, non-COVID patients and healthcare workers (HCWs) in six different regions of the kingdom, with addition samples from COVID-19 patients. <h4>Methods:</h4> A total of 11703 serum samples were collected from different regions of the KSA including; 5395 samples from residual healthy blood donors (D); 5877 samples from non-COVID patients collected through residual sera at clinical biochemistry labs from non-COVID patients (P); and 400 samples from consented HCWs. To determine the seroprevalence of SARS-CoV-2, all serum samples, in addition to positive control sera from RT-PCR confirmed COVID-19 patients, were subjected to in-house ELISA with a sample pooling strategy, which was further validated by testing individual samples that make up some of the pools, with a statistical estimation method to report seroprevalence estimates Results: Overall (combining D and P groups) seroprevalence estimate was around 11% in Saudi Arabia; and was 5.1% (Riyadh), 1.5% (Jazan), 18.4% (Qassim), 20.8% (Hail), 14.7% (ER; Alahsa), and 18.8% in Makkah. Makkah samples were only D group and had a rate of 24.4% and 12.8% in the cities of Makkah and Jeddah, respectively. The seroprevalence in Saudi Arabia across the sampled areas would be 12 times the COVID-19 infection rate. Among HCWs, 7.5% (4.95-10.16 CI 95%) had reactive antibodies to SARS-CoV-2 without reporting any previously confirmed infection. This was higher in HCWs with hypertension. The study also presents the demographics and prevalence of co-morbidities in HCWs and subset of non-COVID-19 population. Interpretation: Our study estimates the overall national serological prevalence of COVID-19 in Saudi Arabia to be 11%, with an apparent disparity between regions.",2021,,,,,,PPR276237,10.1101/2021.01.28.21250598,,#77364,Alharbi 2021,"",""
Prevalence of asymptomatic SARS-CoV-2 infection in elective surgical patients in Australia: a prospective surveillance study,Coatsworth N.; Myles P.S.; Mann G.J.; Cockburn I.A.; Forbes A.B.; Gardiner E.E.; Lum G.; Cheng A.C.; Gruen R.L. ,"BACKGROUND: The study aimed to estimate the prevalence of active or previous SARS-CoV-2 infection in asymptomatic adults admitted for elective surgery in Australian hospitals. This surveillance activity was established as part of the National Pandemic Health Intelligence Plan. METHOD(S): Participants (n = 3037) were recruited from 11 public and private hospitals in four states (NSW, Vic, SA and WA) between 2 June and 17 July 2020, with an overall 66% participation rate. Presence of SARS-CoV-2 viral RNA was assessed by Reverse Transcriptase - Polymerase Chain Reaction (RT-PCR) analysis of nasopharyngeal swabs taken after induction of anaesthesia. Presence of anti-SARS-CoV-2 antibodies was assessed by analysis of serum collected at the same time using a novel dual-antigen ELISA assay. RESULT(S): No patient (0/3010) returned a positive RT-PCR result. The Bayesian estimated prevalence of active infection of 0.02% (95% probability interval 0.00-0.11%), with the upper endpoint being 1 in 918. Positive serology (IgG) was observed in 15 of 2991 patients, with a strong positive in five of those individuals (Bayesian estimated seroprevalence 0.16%; 95% probability interval 0.00-0.47%). CONCLUSION(S): These results confirm that during periods of low community prevalence of SARS-CoV-2 elective surgery patients without fever or respiratory symptoms had a very low prevalence of active SARS-CoV-2 infection.Copyright © 2021 Royal Australasian College of Surgeons.",2021,/,ANZ journal of surgery,,"(Coatsworth, Lum) ANU Medical School, Australian National University, Canberra, Australian Capital Territory, Australia(Coatsworth) Infectious Diseases, The Canberra Hospital, Canberra, Australian Capital Territory, Australia(Coatsworth, Lum) Commonwealth",,,http://dx.doi.org/10.1111/ans.16564,633974458,#76361,Coatsworth 2021,"",""
"Seroprevalence and seroconversions for SARS-CoV-2 infections in workers at Bogota Airport, Colombia 2020.","Malagon-Rojas, Jeadran N; Rubio, Vivian; Parra-Barrera, Eliana",,2021,/,Journal of travel medicine,,"c7w, 9434456",,,https://dx.doi.org/10.1093/jtm/taab006,33480402,#75802,Malagon-Rojas 2021,"",""
