Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags
Prevalence of COVID-19 antibodies among operating room and critical care staff at a tertiary teaching hospital: A cross-sectional study.,"Farsi, Sara H; Alandijany, Thamir A; Radwi, Mansoor; Farsi, Ali; Bahaaziq, Wadeeah; Abushoshah, Ibrahim; El-Kafrawy, Sherif A; Alsayed, Salma; Azhar, Esam I; Boker, Abdulaziz","OBJECTIVES: To identify the prevalence of COVID-19 antibodies among operating room and critical care staff., METHODS: In this cross-sectional study, we recruited 319 Healthcare workers employed in the operation theater and intensive care unit of King Abdulaziz University Hospital (KAUH), a tertiary teaching hospital in Jeddah, Saudi Arabia between August 9, 2020 and November 2, 2020. All participants completed a 20-item questionnaire on demographic data and COVID-19 risk factors and provided blood samples. Antibody testing was performed using an in-house enzyme immunoassay and microneutralization test., RESULTS: Of the 319 participants, 39 had detectable COVID-19 antibodies. Five of them had never experienced any symptoms suggestive of COVID-19, and only 19 were previously diagnosed with COVID-19. The odds of developing COVID-19 or having corresponding antibodies increased if participants experienced COVID-19 symptoms (odds ratio [OR], 3.1; 95% confidence interval [CI], 1.2-7.5) or reported contact with an infected family member (OR, 5.3; 95% CI, 2.5-11.2). Disease acquisition was not associated with employment in the ICU and involvement in the intubation of or close contact with COVID-19 patients. Of the 19 previously diagnosed participants, 6 did not possess any detectable COVID-19 antibodies., CONCLUSIONS: Healthcare workers may have undiagnosed COVID-19, and those previously infected may not have long-lasting immunity. Therefore, hospitals must continue to uphold strict infection control during the COVID-19 pandemic. Copyright: © Saudi Medical Journal.",2021,/,Saudi medical journal,42,7,742-749,,https://dx.doi.org/10.15537/smj.2021.42.7.20210348,34187918,#131862,Farsi 2021,"",""
SARS-CoV-2 Infection in Multiple Sclerosis: Results of the Spanish Neurology Society Registry.,"Arrambide, Georgina; Llaneza-Gonzalez, Miguel Angel; Costa-Frossard Franca, Lucienne; Meca-Lallana, Virginia; Diaz, Eva Fernandez-; Moreno-Torres, Irene; Garcia-Dominguez, Jose Manuel; Ortega-Suero, Gloria; Ayuso-Peralta, Lucia; Gomez-Moreno, Mayra; Sotoca-Fernandez, Javier J; Caminero-Rodriguez, Ana Belen; Rodriguez de Antonio, Luis A; Corujo-Suarez, Marcial; Otano-Martinez, Maria A; Perez-Miralles, Francisco Carlos; Reyes-Garrido, Virginia; Ayuso-Blanco, Teresa; Balseiro-Gomez, Jose Jesus; Munoz-Pasadas, Mercedes; Perez-Molina, Inmaculada; Arnal-Garcia, Carmen; Domingo-Santos, Angela; Guijarro-Castro, Cristina; Iniguez-Martinez, Cristina; Tellez Lara, Nieves; Castellanos-Pinedo, Fernando; Castillo-Trivino, Tamara; Cerdan-Santacruz, Debora Maria; Perez-Sempere, Angel; Torres, Berta Sebastian; Alvarez de Arcaya, Amaya; Costa-Arpin, Eva; Duran-Ferreras, Eduardo; Fragoso-Martinez, Marta; Gonzalez-Platas, Montserrat; Landete Pascual, Lamberto; Millan-Pascual, Jorge; Oreja-Guevara, Celia; Meca-Lallana, Jose E","OBJECTIVE: To understand COVID-19 characteristics in people with multiple sclerosis (MS) and identify high-risk individuals due to their immunocompromised state resulting from the use of disease-modifying treatments., METHODS: Retrospective and multicenter registry in patients with MS with suspected or confirmed COVID-19 diagnosis and available disease course (mild = ambulatory; severe = hospitalization; and critical = intensive care unit/death). Cases were analyzed for associations between MS characteristics and COVID-19 course and for identifying risk factors for a fatal outcome., RESULTS: Of the 326 patients analyzed, 120 were cases confirmed by real-time PCR, 34 by a serologic test, and 205 were suspected. Sixty-nine patients (21.3%) developed severe infection, 10 (3%) critical, and 7 (2.1%) died. Ambulatory patients were higher in relapsing MS forms, treated with injectables and oral first-line agents, whereas more severe cases were observed in patients on pulsed immunosuppressors and critical cases among patients with no therapy. Severe and critical infections were more likely to affect older males with comorbidities, with progressive MS forms, a longer disease course, and higher disability. Fifteen of 33 patients treated with rituximab were hospitalized. Four deceased patients have progressive MS, 5 were not receiving MS therapy, and 2 were treated (natalizumab and rituximab). Multivariate analysis showed age (OR 1.09, 95% CI, 1.04-1.17) as the only independent risk factor for a fatal outcome., CONCLUSIONS: This study has not demonstrated the presumed critical role of MS therapy in the course of COVID-19 but evidenced that people with MS with advanced age and disease, in progressive course, and those who are more disabled have a higher probability of severe and even fatal disease. Copyright © 2021 The Author(s). Published by Wolters Kluwer Health, Inc. on behalf of the American Academy of Neurology.",2021,/,Neurology(R) neuroimmunology & neuroinflammation,8,5,,,https://dx.doi.org/10.1212/NXI.0000000000001024,34168057,#131866,Arrambide 2021,"",""
Risk assessment and seroprevalence of SARS-CoV-2 infection in healthcare workers of COVID-19 and non-COVID-19 hospitals in Southern Switzerland.,"Piccoli, Luca; Ferrari, Paolo; Piumatti, Giovanni; Jovic, Sandra; Rodriguez, Blanca Fernandez; Mele, Federico; Giacchetto-Sasselli, Isabella; Terrot, Tatiana; Silacci-Fregni, Chiara; Cameroni, Elisabetta; Jaconi, Stefano; Sprugasci, Nicole; Bartha, Istvan; Corti, Davide; Uguccioni, Mariagrazia; Lanzavecchia, Antonio; Garzoni, Christian; Giannini, Olivier; Bernasconi, Enos; Elzi, Luigia; Albanese, Emiliano; Sallusto, Federica; Ceschi, Alessandro","Background: Hospital healthcare workers (HCW), in particular those involved in the clinical care of COVID-19 cases, are presumably exposed to a higher risk of acquiring the disease than the general population., Methods: Between April 16 and 30, 2020 we conducted a prospective, SARS-CoV-2 seroprevalence study in HCWs in Southern Switzerland. Participants were hospital personnel with varying COVID-19 exposure risk depending on job function and working site. They provided personal information (including age, sex, occupation, and medical history) and self-reported COVID-19 symptoms. Odds ratio (OR) of seropositivity to IgG antibodies was estimated by univariate and multivariate logistic regressions., Findings: Among 4726 participants, IgG antibodies to SARS-CoV-2 were detected in 9.6% of the HCWs. Seropositivity was higher among HCWs working on COVID-19 wards (14.1% (11.9-16.5)) compared to other hospital areas at medium (10.7% (7.6-14.6)) or low risk exposure (7.3% (6.4-8.3)). OR for high vs. medium wards risk exposure was 1.42 (0.91-2.22), P = 0.119, and 1.98 (1.55-2.53), P<0.001 for high vs. low wards risk exposure. The same was for true for doctors and nurses (10.1% (9.0-11.3)) compared to other employees at medium (7.1% (4.8-10.0)) or low risk exposure (6.6% (5.0-8.4)). OR for high vs. medium profession risk exposure was 1.37 (0.89-2.11), P = 0.149, and 1.75 (1.28-2.40), P = 0.001 for high vs. low profession risk exposure. Moreover, seropositivity was higher among HCWs who had household exposure to COVID-19 cases compared to those without (18.7% (15.3-22.5) vs. 7.7% (6.9-8.6), OR 2.80 (2.14-3.67), P<0.001)., Interpretation: SARS-CoV-2 antibodies are detectable in up to 10% of HCWs from acute care hospitals in a region with high incidence of COVID-19 in the weeks preceding the study. HCWs with exposure to COVID-19 patients have only a slightly higher absolute risk of seropositivity compared to those without, suggesting that the use of PPE and other measures aiming at reducing nosocomial viral transmission are effective. Household contact with known COVID-19 cases represents the highest risk of seropositivity., Funding: Henry Krenter Foundation, Ente Ospedaliero Cantonale and Vir Biotechnology. Copyright © 2020 The Authors.",2021,/,The Lancet regional health. Europe,1,101777707,100013,,https://dx.doi.org/10.1016/j.lanepe.2020.100013,34173621,#131662,Piccoli 2021,"",""
Temporal trends of SARS-CoV-2 seroprevalence during the first wave of the COVID-19 epidemic in Kenya.,"Adetifa, Ifedayo M O; Uyoga, Sophie; Gitonga, John N; Mugo, Daisy; Otiende, Mark; Nyagwange, James; Karanja, Henry K; Tuju, James; Wanjiku, Perpetual; Aman, Rashid; Mwangangi, Mercy; Amoth, Patrick; Kasera, Kadondi; Ng'ang'a, Wangari; Rombo, Charles; Yegon, Christine; Kithi, Khamisi; Odhiambo, Elizabeth; Rotich, Thomas; Orgut, Irene; Kihara, Sammy; Bottomley, Christian; Kagucia, Eunice W; Gallagher, Katherine E; Etyang, Anthony; Voller, Shirine; Lambe, Teresa; Wright, Daniel; Barasa, Edwine; Tsofa, Benjamin; Bejon, Philip; Ochola-Oyier, Lynette I; Agweyu, Ambrose; Scott, J Anthony G; Warimwe, George M","Observed SARS-CoV-2 infections and deaths are low in tropical Africa raising questions about the extent of transmission. We measured SARS-CoV-2 IgG by ELISA in 9,922 blood donors across Kenya and adjusted for sampling bias and test performance. By 1st September 2020, 577 COVID-19 deaths were observed nationwide and seroprevalence was 9.1% (95%CI 7.6-10.8%). Seroprevalence in Nairobi was 22.7% (18.0-27.7%). Although most people remained susceptible, SARS-CoV-2 had spread widely in Kenya with apparently low associated mortality.",2021,/,Nature communications,12,1,3966,,https://dx.doi.org/10.1038/s41467-021-24062-3,34172732,#131839,Adetifa 2021,"",""
Retrospective SARS-CoV-2 IgG screening during the first wave (March-June 2020) of the COVID-19 pandemic in the UK.,"Bird, Paul William; Sandhu, Kyran; Fletcher, Oliver; Ames, Billy; Toovey, Oliver; Tang, Julian Wei-Tze","During the ""first wave"" of COVID-19 pandemic in the UK (March to June 2020), the city of Leicester was particularly hard hit resulting in re-imposed lockdown measures. Although initial PCR testing for SARS-CoV-2 was attempted within the community, testing was soon abandoned due to an inability to keep up with demand by local laboratories. It is therefore feasible that undiagnosed transmission of COVID-19 in the community by asymptomatic individuals was a real possibility. Therefore, retrospective SARS-CoV-2 IgG testing of archived sera from out-patients visiting University Hospitals of Leicester NHS Trust service was performed to investigate the transmission of SARS-CoV-2 in the community. A total of 1779 sea samples were tested from samples collected between 16th March and 3rd June 2020, of which 202 (11.35%) were SARS-CoV-2 IgG positive. Positivity was lowest in March (2.54%) at the beginning of the pandemic before peaking in April (17.16%) before decline in May and June (11.16% and 12.68% respectively). This retrospective screening offers some insight into the early patterns of SARS-CoV-2 transmission within a sampled community population during the first wave of the COVID-19 pandemic. Supporting the argument for more community screening during high incidences of pandemics. This article is protected by copyright. All rights reserved. Copyright This article is protected by copyright. All rights reserved.",2021,/,Journal of medical virology,,"i9n, 7705876",,,https://dx.doi.org/10.1002/jmv.27162,34173993,#131968,Bird 2021,"",""
Prevalence and incidence of anti-SARS-CoV-2 antibodies among healthcare workers in Belgian hospitals before vaccination: a prospective cohort study.,"Mortgat, Laure; Verdonck, Kristien; Hutse, Veronik; Thomas, Isabelle; Barbezange, Cyril; Heyndrickx, Leo; Fischer, Natalie; Vuylsteke, Bea; Kabouche, Ines; Arien, Kevin K; Desombere, Isabelle; Duysburgh, Els","OBJECTIVES: To describe prevalence and incidence of anti-SARS-CoV-2 antibodies among Belgian hospital healthcare workers (HCW) in April-December 2020., DESIGN: Prospective cohort study. Follow-up was originally planned until September and later extended., SETTING: Multicentre study, 17 hospitals., PARTICIPANTS: 50 HCW were randomly selected per hospital. HCW employed beyond the end of the study and whose profession involved contact with patients were eligible. 850 HCW entered the study in April-May 2020, 673 HCW (79%) attended the September visit and 308 (36%) the December visit., OUTCOME MEASURES: A semiquantitative ELISA was used to detect IgG against SARS-CoV-2 in serum (Euroimmun) at 10 time points. In seropositive samples, neutralising antibodies were measured using a virus neutralisation test. Real-time reverse transcription PCR (RT-qPCR) was performed to detect SARS-CoV-2 on nasopharyngeal swabs. Participant characteristics and the presence of symptoms were collected via an online questionnaire., RESULTS: Among all participants, 80% were women, 60% nurses and 21% physicians. Median age was 40 years. The seroprevalence remained relatively stable from April (7.7% (95% CI: 4.8% to 12.1%) to September (8.2% (95% CI: 5.7% to 11.6%)) and increased thereafter, reaching 19.7% (95% CI: 12.0% to 30.6%) in December 2020. 76 of 778 initially seronegative participants seroconverted during the follow-up (incidence: 205/1000 person-years). Among all seropositive individuals, 118/148 (80%) had a positive neutralisation test, 83/147 (56%) presented or reported a positive RT-qPCR, and 130/147 (88%) reported COVID-19-compatible symptoms at least once. However, only 46/73 (63%) of the seroconverters presented COVID-19-compatible symptoms in the month prior to seroconversion., CONCLUSIONS: The seroprevalence among hospital HCW was slightly higher than that of the general Belgian population but followed a similar evolution, suggesting that infection prevention and control measures were effective and should be strictly maintained. After two SARS-CoV-2 waves, 80% of HCW remained seronegative, justifying their prioritisation in the vaccination strategy., TRIAL REGISTRATION NUMBER: NCT04373889. Copyright © Author(s) (or their employer(s)) 2021. Re-use permitted under CC BY-NC. No commercial re-use. See rights and permissions. Published by BMJ.",2021,/,BMJ open,11,6,e050824,,https://dx.doi.org/10.1136/bmjopen-2021-050824,34187832,#131861,Mortgat 2021,"",""
Vulnerable patients forgo health care during the first wave of the Covid-19 pandemic,"Wolff, Hans; Baggio, Stephanie; Vernaz, Nathalie; Spechbach, Herve; Salamun, Julien; Stringhini, Silvia; Jackson, Yves; Guessous, Idris; Chappuis, Francois; Getaz, Laurent; Jacquerioz, Frederique ","During the first wave of the Covid-19 pandemic, access to health care was limited, and patients encountered important delays for scheduled appointments and care. Empirical data relying on patients' reports of forgoing health care are scarce. This study investigated Covid-19-related self-reports of forgoing health care in a sample of vulnerable outpatients in Geneva, Switzerland. We collected data from 1167 adult outpatients, including clinically vulnerable patients (with chronic diseases), geriatric patients (involved in a health care network for people aged 60 or older), and socially vulnerable patients (involved in a migrant health program or a mobile outpatient community care center) in June 2020. Data on sociodemographic factors, forgoing health care, and anti-SARS-CoV-2 antibodies were collected. Of the patients, 38.5% reported forgoing health care. Forgoing health care was more frequent for younger patients, women, patients with a low level of education, and patients with a chronic disease (p <.001). There was no significant association between the presence of anti-SARS-CoV-2 antibodies and forgoing health care (p =.983). As the decrease in routine management of patients might have important and unpredictable adverse health consequences, avoiding delayed health care is crucial.Copyright © 2021",2021,/,Preventive Medicine,150,"(Baggio, Wolff, Getaz) Division of Prison Health, Geneva University Hospitals, Chemin du Petit Bel Air 2, Thonex 1226, Switzerland(Baggio) Office of Corrections, Department of Justice and Home Affairs of the Canton of Zurich, Hohlstrasse 552, Zurich 8090,",106696,,http://dx.doi.org/10.1016/j.ypmed.2021.106696,2013233922,#131609,Wolff 2021,"",""
Comparing Results of Five SARS-CoV-2 Antibody Assays Before and After the First Dose of ChAdOx1 nCoV-19 Vaccine among Health Care Workers.,"Jeong, Seri; Lee, Nuri; Lee, Su Kyung; Cho, Eun-Jung; Hyun, Jungwon; Park, Min-Jeong; Song, Wonkeun; Jung, Eun Ju; Woo, Heungjeong; Seo, Yu Bin; Park, Jin Ju; Kim, Hyun Soo","Reliable results of serologic positivity of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) antibody before and after AstraZeneca (AZ) vaccination are essential to estimate the efficacy of vaccination. We assessed the positivity rates and associated factors using five SARS-CoV-2 antibody assays. A total of 228 paired serum samples (456 samples) were obtained from 228 participants. After baseline sampling, the second sampling was conducted between 11-28 days after the first dose of AZ. Sera were tested using five SARS-CoV-2 antibody assays, including two surrogate virus neutralization tests. A questionnaire on symptom, severity, and duration of adverse reactions was completed by all participants. The overall positive rates for SARS-CoV-2 antibody were 84.6% for Roche, 92.5% for Abbott, 75.4% for Siemens, 90.7% for SD Biosensor, and 66.2% for GenScript assays after the first dose of AZ vaccination. The positive rates and antibody titer of sera obtained between 21-28 days were significantly higher than those obtained between 11-20 days in all five assays. More severe and longer duration of adverse reactions were related to higher SARS-CoV-2 antibody levels. The agreements and correlations among the applied assays were substantial (k=0.73-0.95) and strong (rho=0.83-0.91). A single dose of AZ vaccination led to high positivity rates based on the five assays. Days after vaccination and adverse reactions could help estimate serologic conversions. The results should be interpreted cautiously considering the applied assays and cutoffs. Our findings could inform decisions regarding vaccination and laboratory settings and, thus, contribute to the control of the spread of SARS-CoV-2 infection.",2021,/,Journal of clinical microbiology,,"hsh, 7505564",JCM0110521,,https://dx.doi.org/10.1128/JCM.01105-21,34191577,#132178,Jeong 2021,"",""
Longitudinal Serological Analysis following National Seroprevalence Study to Investigate COVID-19 Infection in People Living in Ireland.,"Beverland, Andrew; Keogan, Mary; Connell, Jeff; De Gascun, Cillian; Igoe, Derval",,2021,/,The Journal of infectious diseases,,"ih3, 0413675",,,https://dx.doi.org/10.1093/infdis/jiab346,34192334,#132184,Beverland 2021,"",""
COVID-19 and social distancing among children and adolescents in Brazil.,"Barros, Fernando C; Hartwig, Fernando P; Barros, Aluisio J D; Menezes, Ana M B; Horta, Bernardo L; Struchiner, Claudio J; Vidaletti, Luis Paulo; Silveira, Mariangela F; Mesenburg, Marilia A; Delagostin, Odir A; Hallal, Pedro C; Victora, Cesar G","OBJECTIVE: To estimate the prevalence of SARS-CoV-2 antibodies and the adherence to measures of social distancing in children and adolescents studied in three national surveys conducted in Brazil between May-June 2020., METHODS: Three national serological surveys were conducted in 133 sentinel cities located in all 27 Federative Units. Multistage probability sampling was used to select 250 individuals per city. The total sample size in age ranges 0-9 and 10-19 years old are of 4,263 and 8,024 individuals, respectively. Information on children or adolescents was gathered with a data collection app, and a rapid point-of-case test for SARS-CoV-2 was conducted on a finger prick blood sample., RESULTS: The adjusted prevalence of antibodies was 2.9% (2.2-3.6) among children 0-9 years, 2.2% (1.8-2.6) among adolescents 10-19 years, and 3.0% (2.7-3.3) among adults 20+years. Prevalence of antibodies was higher among poor children and adolescents compared to those of rich families. Adherence to social distancing measures was seen in 72.4% (71.9-73.8) of families with children, 60.8% (59.6-61.9) for adolescents, and 57.4% (56.9-57.8) for adults. For not leaving the house except for essential matters the proportions were 81.7% (80.5-82.9), 70.6% (69.6-61.9), and 65.1% (64.7-65.5), respectively. Among children and adolescents, social distancing was strongly associated with socioeconomic status, being much higher in the better-off families., CONCLUSIONS: The prevalence of antibodies against SARS-CoV-2 showed comparable levels among children, adolescents, and adults. Adherence to social distancing measures was more prevalent in children, followed by adolescents. There were important socioeconomic differences in the adherence to social distancing among children and adolescents.",2021,/,Revista de saude publica,55,"0135043, t5x",42,,https://dx.doi.org/10.11606/s1518-8787.2021055003832,34190899,#131875,Barros 2021,"",""
